,spanish_men,spanish_women,spanish_total,foreign_men,foreign_women,foreign_total,men_total,women_total,total,district,date,year
25 - 29,3816,3841,7657,1024,1742,2766,4840,5583,10423,CHAMARTIN / TODOS,01-01-2010,2010
30 - 34,4593,4708,9301,1204,1747,2951,5797,6455,12252,CHAMARTIN / TODOS,01-01-2010,2010
35 - 39,4674,4991,9665,1048,1356,2404,5722,6347,12069,CHAMARTIN / TODOS,01-01-2010,2010
40 - 44,4305,4871,9176,767,1083,1850,5072,5954,11026,CHAMARTIN / TODOS,01-01-2010,2010
45 - 49,4249,5076,9325,516,844,1360,4765,5920,10685,CHAMARTIN / TODOS,01-01-2010,2010
50 - 54,3947,4967,8914,381,610,991,4328,5577,9905,CHAMARTIN / TODOS,01-01-2010,2010
55 - 59,3634,4556,8190,239,404,643,3873,4960,8833,CHAMARTIN / TODOS,01-01-2010,2010
60 - 64,3568,4804,8372,172,279,451,3740,5083,8823,CHAMARTIN / TODOS,01-01-2010,2010
65 - 69,3059,4296,7355,121,176,297,3180,4472,7652,CHAMARTIN / TODOS,01-01-2010,2010
70 - 74,2355,3644,5999,97,105,202,2452,3749,6201,CHAMARTIN / TODOS,01-01-2010,2010
75 - 79,2416,3937,6353,72,87,159,2488,4024,6512,CHAMARTIN / TODOS,01-01-2010,2010
80 - 84,1871,3460,5331,32,70,102,1903,3530,5433,CHAMARTIN / TODOS,01-01-2010,2010
85 - 89,1119,2247,3366,22,41,63,1141,2288,3429,CHAMARTIN / TODOS,01-01-2010,2010
90 - 94,376,947,1323,9,30,39,385,977,1362,CHAMARTIN / TODOS,01-01-2010,2010
95 - 99,76,310,386,7,9,16,83,319,402,CHAMARTIN / TODOS,01-01-2010,2010
100 o más,15,53,68,1,3,4,16,56,72,CHAMARTIN / TODOS,01-01-2010,2010
No Consta,1,0,1,0,1,1,1,1,2,CHAMARTIN / TODOS,01-01-2010,2010
Total,55586,67635,123221,16700,18377,35077,72286,86012,158298,TETUAN / TODOS,01-01-2010,2010
0 - 4,2537,2608,5145,907,775,1682,3444,3383,6827,TETUAN / TODOS,01-01-2010,2010
5 - 9,2387,2235,4622,532,486,1018,2919,2721,5640,TETUAN / TODOS,01-01-2010,2010
10 - 14,2021,1890,3911,665,672,1337,2686,2562,5248,TETUAN / TODOS,01-01-2010,2010
15 - 19,2210,2155,4365,803,825,1628,3013,2980,5993,TETUAN / TODOS,01-01-2010,2010
20 - 24,2734,2766,5500,1315,1799,3114,4049,4565,8614,TETUAN / TODOS,01-01-2010,2010
25 - 29,4006,4090,8096,2693,3168,5861,6699,7258,13957,TETUAN / TODOS,01-01-2010,2010
30 - 34,4967,4950,9917,2904,3113,6017,7871,8063,15934,TETUAN / TODOS,01-01-2010,2010
35 - 39,4843,5017,9860,2376,2327,4703,7219,7344,14563,TETUAN / TODOS,01-01-2010,2010
40 - 44,4425,4818,9243,1770,1763,3533,6195,6581,12776,TETUAN / TODOS,01-01-2010,2010
45 - 49,4181,4915,9096,1172,1212,2384,5353,6127,11480,TETUAN / TODOS,01-01-2010,2010
50 - 54,3860,4881,8741,658,900,1558,4518,5781,10299,TETUAN / TODOS,01-01-2010,2010
55 - 59,3180,4110,7290,413,560,973,3593,4670,8263,TETUAN / TODOS,01-01-2010,2010
60 - 64,3034,4022,7056,211,324,535,3245,4346,7591,TETUAN / TODOS,01-01-2010,2010
65 - 69,2753,3825,6578,109,210,319,2862,4035,6897,TETUAN / TODOS,01-01-2010,2010
70 - 74,2306,3532,5838,76,114,190,2382,3646,6028,TETUAN / TODOS,01-01-2010,2010
75 - 79,2614,4353,6967,46,59,105,2660,4412,7072,TETUAN / TODOS,01-01-2010,2010
80 - 84,1993,3747,5740,29,47,76,2022,3794,5816,TETUAN / TODOS,01-01-2010,2010
85 - 89,1099,2446,3545,14,16,30,1113,2462,3575,TETUAN / TODOS,01-01-2010,2010
90 - 94,344,928,1272,5,5,10,349,933,1282,TETUAN / TODOS,01-01-2010,2010
95 - 99,82,300,382,2,2,4,84,302,386,TETUAN / TODOS,01-01-2010,2010
100 o más,10,45,55,0,0,0,10,45,55,TETUAN / TODOS,01-01-2010,2010
No Consta,0,2,2,0,0,0,0,2,2,TETUAN / TODOS,01-01-2010,2010
Total,54077,70864,124941,9004,11911,20915,63081,82775,145856,CHAMBERI / TODOS,01-01-2010,2010
0 - 4,2327,2229,4556,364,348,712,2691,2577,5268,CHAMBERI / TODOS,01-01-2010,2010
5 - 9,2188,2170,4358,273,223,496,2461,2393,4854,CHAMBERI / TODOS,01-01-2010,2010
10 - 14,2050,2000,4050,284,279,563,2334,2279,4613,CHAMBERI / TODOS,01-01-2010,2010
15 - 19,2163,2014,4177,350,350,700,2513,2364,4877,CHAMBERI / TODOS,01-01-2010,2010
20 - 24,2633,2733,5366,666,986,1652,3299,3719,7018,CHAMBERI / TODOS,01-01-2010,2010
25 - 29,3883,4438,8321,1459,2156,3615,5342,6594,11936,CHAMBERI / TODOS,01-01-2010,2010
30 - 34,4783,5042,9825,1672,2101,3773,6455,7143,13598,CHAMBERI / TODOS,01-01-2010,2010
35 - 39,4265,4597,8862,1337,1486,2823,5602,6083,11685,CHAMBERI / TODOS,01-01-2010,2010
40 - 44,3961,4472,8433,895,1109,2004,4856,5581,10437,CHAMBERI / TODOS,01-01-2010,2010
45 - 49,3902,4676,8578,594,946,1540,4496,5622,10118,CHAMBERI / TODOS,01-01-2010,2010
50 - 54,3811,4979,8790,432,738,1170,4243,5717,9960,CHAMBERI / TODOS,01-01-2010,2010
55 - 59,3549,4857,8406,277,502,779,3826,5359,9185,CHAMBERI / TODOS,01-01-2010,2010
60 - 64,3475,4814,8289,166,291,457,3641,5105,8746,CHAMBERI / TODOS,01-01-2010,2010
65 - 69,2920,4421,7341,88,142,230,3008,4563,7571,CHAMBERI / TODOS,01-01-2010,2010
70 - 74,2222,3693,5915,58,74,132,2280,3767,6047,CHAMBERI / TODOS,01-01-2010,2010
75 - 79,2364,4367,6731,34,79,113,2398,4446,6844,CHAMBERI / TODOS,01-01-2010,2010
80 - 84,1907,4159,6066,26,44,70,1933,4203,6136,CHAMBERI / TODOS,01-01-2010,2010
85 - 89,1091,3133,4224,17,34,51,1108,3167,4275,CHAMBERI / TODOS,01-01-2010,2010
90 - 94,456,1504,1960,7,10,17,463,1514,1977,CHAMBERI / TODOS,01-01-2010,2010
95 - 99,115,477,592,2,10,12,117,487,604,CHAMBERI / TODOS,01-01-2010,2010
100 o más,11,88,99,3,3,6,14,91,105,CHAMBERI / TODOS,01-01-2010,2010
No Consta,1,1,2,0,0,0,1,1,2,CHAMBERI / TODOS,01-01-2010,2010
Total,97060,108416,205476,11430,13602,25032,108490,122018,230508,FUENCARRAL-EL PARDO / TODOS,01-01-2010,2010
0 - 4,6020,5744,11764,631,628,1259,6651,6372,13023,FUENCARRAL-EL PARDO / TODOS,01-01-2010,2010
5 - 9,4988,4849,9837,498,483,981,5486,5332,10818,FUENCARRAL-EL PARDO / TODOS,01-01-2010,2010
10 - 14,4280,4135,8415,556,517,1073,4836,4652,9488,FUENCARRAL-EL PARDO / TODOS,01-01-2010,2010
15 - 19,4365,4293,8658,612,616,1228,4977,4909,9886,FUENCARRAL-EL PARDO / TODOS,01-01-2010,2010
20 - 24,5184,4977,10161,840,1121,1961,6024,6098,12122,FUENCARRAL-EL PARDO / TODOS,01-01-2010,2010
25 - 29,6669,6575,13244,1633,2209,3842,8302,8784,17086,FUENCARRAL-EL PARDO / TODOS,01-01-2010,2010
30 - 34,8697,8755,17452,1999,2356,4355,10696,11111,21807,FUENCARRAL-EL PARDO / TODOS,01-01-2010,2010
35 - 39,8512,8661,17173,1536,1614,3150,10048,10275,20323,FUENCARRAL-EL PARDO / TODOS,01-01-2010,2010
40 - 44,7052,7442,14494,1133,1270,2403,8185,8712,16897,FUENCARRAL-EL PARDO / TODOS,01-01-2010,2010
45 - 49,6526,7456,13982,811,984,1795,7337,8440,15777,FUENCARRAL-EL PARDO / TODOS,01-01-2010,2010
50 - 54,6022,7373,13395,467,683,1150,6489,8056,14545,FUENCARRAL-EL PARDO / TODOS,01-01-2010,2010
55 - 59,5835,7225,13060,273,438,711,6108,7663,13771,FUENCARRAL-EL PARDO / TODOS,01-01-2010,2010
60 - 64,6445,7933,14378,185,268,453,6630,8201,14831,FUENCARRAL-EL PARDO / TODOS,01-01-2010,2010
65 - 69,5559,6296,11855,106,152,258,5665,6448,12113,FUENCARRAL-EL PARDO / TODOS,01-01-2010,2010
70 - 74,3989,4904,8893,62,113,175,4051,5017,9068,FUENCARRAL-EL PARDO / TODOS,01-01-2010,2010
75 - 79,3381,4645,8026,57,67,124,3438,4712,8150,FUENCARRAL-EL PARDO / TODOS,01-01-2010,2010
80 - 84,2058,3553,5611,19,39,58,2077,3592,5669,FUENCARRAL-EL PARDO / TODOS,01-01-2010,2010
85 - 89,1085,2280,3365,8,27,35,1093,2307,3400,FUENCARRAL-EL PARDO / TODOS,01-01-2010,2010
90 - 94,298,951,1249,4,10,14,302,961,1263,FUENCARRAL-EL PARDO / TODOS,01-01-2010,2010
95 - 99,82,329,411,0,6,6,82,335,417,FUENCARRAL-EL PARDO / TODOS,01-01-2010,2010
100 o más,11,40,51,0,1,1,11,41,52,FUENCARRAL-EL PARDO / TODOS,01-01-2010,2010
No Consta,2,0,2,0,0,0,2,0,2,FUENCARRAL-EL PARDO / TODOS,01-01-2010,2010
Total,47967,55758,103725,6585,9216,15801,54552,64974,119526,MONCLOA-ARAVACA / TODOS,01-01-2010,2010
0 - 4,2596,2390,4986,271,288,559,2867,2678,5545,MONCLOA-ARAVACA / TODOS,01-01-2010,2010
5 - 9,2805,2683,5488,215,207,422,3020,2890,5910,MONCLOA-ARAVACA / TODOS,01-01-2010,2010
10 - 14,2376,2415,4791,235,277,512,2611,2692,5303,MONCLOA-ARAVACA / TODOS,01-01-2010,2010
15 - 19,2291,2253,4544,269,314,583,2560,2567,5127,MONCLOA-ARAVACA / TODOS,01-01-2010,2010
20 - 24,2450,2464,4914,484,848,1332,2934,3312,6246,MONCLOA-ARAVACA / TODOS,01-01-2010,2010
25 - 29,3006,3023,6029,1059,1594,2653,4065,4617,8682,MONCLOA-ARAVACA / TODOS,01-01-2010,2010
30 - 34,3282,3382,6664,1162,1496,2658,4444,4878,9322,MONCLOA-ARAVACA / TODOS,01-01-2010,2010
35 - 39,3538,3772,7310,924,1146,2070,4462,4918,9380,MONCLOA-ARAVACA / TODOS,01-01-2010,2010
40 - 44,3794,4259,8053,681,954,1635,4475,5213,9688,MONCLOA-ARAVACA / TODOS,01-01-2010,2010
45 - 49,3842,4081,7923,509,726,1235,4351,4807,9158,MONCLOA-ARAVACA / TODOS,01-01-2010,2010
50 - 54,3448,3921,7369,334,566,900,3782,4487,8269,MONCLOA-ARAVACA / TODOS,01-01-2010,2010
55 - 59,2962,3623,6585,170,324,494,3132,3947,7079,MONCLOA-ARAVACA / TODOS,01-01-2010,2010
60 - 64,2967,3626,6593,106,201,307,3073,3827,6900,MONCLOA-ARAVACA / TODOS,01-01-2010,2010
65 - 69,2417,3124,5541,62,108,170,2479,3232,5711,MONCLOA-ARAVACA / TODOS,01-01-2010,2010
70 - 74,1902,2752,4654,42,58,100,1944,2810,4754,MONCLOA-ARAVACA / TODOS,01-01-2010,2010
75 - 79,1913,2907,4820,33,41,74,1946,2948,4894,MONCLOA-ARAVACA / TODOS,01-01-2010,2010
80 - 84,1304,2375,3679,14,26,40,1318,2401,3719,MONCLOA-ARAVACA / TODOS,01-01-2010,2010
85 - 89,719,1638,2357,11,22,33,730,1660,2390,MONCLOA-ARAVACA / TODOS,01-01-2010,2010
90 - 94,272,767,1039,4,13,17,276,780,1056,MONCLOA-ARAVACA / TODOS,01-01-2010,2010
95 - 99,69,258,327,0,5,5,69,263,332,MONCLOA-ARAVACA / TODOS,01-01-2010,2010
100 o más,12,42,54,0,1,1,12,43,55,MONCLOA-ARAVACA / TODOS,01-01-2010,2010
No Consta,2,3,5,0,1,1,2,4,6,MONCLOA-ARAVACA / TODOS,01-01-2010,2010
Total,97031,110355,207386,25060,24090,49150,122091,134445,256536,LATINA / TODOS,01-01-2010,2010
0 - 4,4352,4129,8481,1197,1137,2334,5549,5266,10815,LATINA / TODOS,01-01-2010,2010
5 - 9,4187,4031,8218,815,811,1626,5002,4842,9844,LATINA / TODOS,01-01-2010,2010
10 - 14,3579,3422,7001,1141,1090,2231,4720,4512,9232,LATINA / TODOS,01-01-2010,2010
15 - 19,3831,3796,7627,1309,1190,2499,5140,4986,10126,LATINA / TODOS,01-01-2010,2010
20 - 24,4684,4407,9091,2325,2517,4842,7009,6924,13933,LATINA / TODOS,01-01-2010,2010
25 - 29,6041,5728,11769,4057,4106,8163,10098,9834,19932,LATINA / TODOS,01-01-2010,2010
30 - 34,7430,7126,14556,4427,3798,8225,11857,10924,22781,LATINA / TODOS,01-01-2010,2010
35 - 39,7871,7836,15707,3477,2887,6364,11348,10723,22071,LATINA / TODOS,01-01-2010,2010
40 - 44,7633,7794,15427,2513,2254,4767,10146,10048,20194,LATINA / TODOS,01-01-2010,2010
45 - 49,6929,7627,14556,1626,1648,3274,8555,9275,17830,LATINA / TODOS,01-01-2010,2010
50 - 54,6126,6868,12994,1107,1176,2283,7233,8044,15277,LATINA / TODOS,01-01-2010,2010
55 - 59,5051,6071,11122,544,681,1225,5595,6752,12347,LATINA / TODOS,01-01-2010,2010
60 - 64,5602,8033,13635,279,366,645,5881,8399,14280,LATINA / TODOS,01-01-2010,2010
65 - 69,6912,9131,16043,103,183,286,7015,9314,16329,LATINA / TODOS,01-01-2010,2010
70 - 74,6061,7333,13394,56,125,181,6117,7458,13575,LATINA / TODOS,01-01-2010,2010
75 - 79,5252,7023,12275,52,67,119,5304,7090,12394,LATINA / TODOS,01-01-2010,2010
80 - 84,3334,5253,8587,25,29,54,3359,5282,8641,LATINA / TODOS,01-01-2010,2010
85 - 89,1577,3114,4691,5,19,24,1582,3133,4715,LATINA / TODOS,01-01-2010,2010
90 - 94,448,1213,1661,1,3,4,449,1216,1665,LATINA / TODOS,01-01-2010,2010
95 - 99,115,359,474,1,2,3,116,361,477,LATINA / TODOS,01-01-2010,2010
100 o más,16,60,76,0,1,1,16,61,77,LATINA / TODOS,01-01-2010,2010
No Consta,0,1,1,0,0,0,0,1,1,LATINA / TODOS,01-01-2010,2010
Total,92054,105443,197497,30895,29410,60305,122949,134853,257802,CARABANCHEL / TODOS,01-01-2010,2010
0 - 4,5491,5320,10811,1479,1399,2878,6970,6719,13689,CARABANCHEL / TODOS,01-01-2010,2010
5 - 9,4662,4462,9124,1085,977,2062,5747,5439,11186,CARABANCHEL / TODOS,01-01-2010,2010
10 - 14,3603,3473,7076,1535,1510,3045,5138,4983,10121,CARABANCHEL / TODOS,01-01-2010,2010
15 - 19,3926,3738,7664,1665,1593,3258,5591,5331,10922,CARABANCHEL / TODOS,01-01-2010,2010
20 - 24,4261,4125,8386,2673,2996,5669,6934,7121,14055,CARABANCHEL / TODOS,01-01-2010,2010
25 - 29,5237,5172,10409,4904,4903,9807,10141,10075,20216,CARABANCHEL / TODOS,01-01-2010,2010
30 - 34,7390,7719,15109,5510,4871,10381,12900,12590,25490,CARABANCHEL / TODOS,01-01-2010,2010
35 - 39,8561,8533,17094,4314,3484,7798,12875,12017,24892,CARABANCHEL / TODOS,01-01-2010,2010
40 - 44,7784,8033,15817,3124,2714,5838,10908,10747,21655,CARABANCHEL / TODOS,01-01-2010,2010
45 - 49,6919,7480,14399,2076,1967,4043,8995,9447,18442,CARABANCHEL / TODOS,01-01-2010,2010
50 - 54,5809,6385,12194,1351,1336,2687,7160,7721,14881,CARABANCHEL / TODOS,01-01-2010,2010
55 - 59,4635,5713,10348,672,789,1461,5307,6502,11809,CARABANCHEL / TODOS,01-01-2010,2010
60 - 64,5076,6301,11377,240,388,628,5316,6689,12005,CARABANCHEL / TODOS,01-01-2010,2010
65 - 69,4767,6337,11104,115,202,317,4882,6539,11421,CARABANCHEL / TODOS,01-01-2010,2010
70 - 74,4401,6188,10589,75,140,215,4476,6328,10804,CARABANCHEL / TODOS,01-01-2010,2010
75 - 79,4523,6662,11185,45,82,127,4568,6744,11312,CARABANCHEL / TODOS,01-01-2010,2010
80 - 84,3005,5218,8223,19,37,56,3024,5255,8279,CARABANCHEL / TODOS,01-01-2010,2010
85 - 89,1488,3061,4549,8,16,24,1496,3077,4573,CARABANCHEL / TODOS,01-01-2010,2010
90 - 94,393,1159,1552,5,4,9,398,1163,1561,CARABANCHEL / TODOS,01-01-2010,2010
95 - 99,107,319,426,0,1,1,107,320,427,CARABANCHEL / TODOS,01-01-2010,2010
100 o más,15,45,60,0,1,1,15,46,61,CARABANCHEL / TODOS,01-01-2010,2010
No Consta,1,0,1,0,0,0,1,0,1,CARABANCHEL / TODOS,01-01-2010,2010
Total,50513,56928,107441,18171,16803,34974,68684,73731,142415,USERA / TODOS,01-01-2010,2010
0 - 4,3284,3157,6441,965,844,1809,4249,4001,8250,USERA / TODOS,01-01-2010,2010
5 - 9,2932,2710,5642,607,541,1148,3539,3251,6790,USERA / TODOS,01-01-2010,2010
10 - 14,2236,2120,4356,884,828,1712,3120,2948,6068,USERA / TODOS,01-01-2010,2010
15 - 19,2312,2275,4587,962,922,1884,3274,3197,6471,USERA / TODOS,01-01-2010,2010
20 - 24,2538,2426,4964,1592,1789,3381,4130,4215,8345,USERA / TODOS,01-01-2010,2010
25 - 29,2796,2698,5494,2737,2765,5502,5533,5463,10996,USERA / TODOS,01-01-2010,2010
30 - 34,3783,4072,7855,3154,2772,5926,6937,6844,13781,USERA / TODOS,01-01-2010,2010
35 - 39,4551,4508,9059,2698,2173,4871,7249,6681,13930,USERA / TODOS,01-01-2010,2010
40 - 44,4262,4330,8592,2038,1609,3647,6300,5939,12239,USERA / TODOS,01-01-2010,2010
45 - 49,4009,4186,8195,1248,1090,2338,5257,5276,10533,USERA / TODOS,01-01-2010,2010
50 - 54,3280,3512,6792,687,641,1328,3967,4153,8120,USERA / TODOS,01-01-2010,2010
55 - 59,2586,2879,5465,328,335,663,2914,3214,6128,USERA / TODOS,01-01-2010,2010
60 - 64,2400,2917,5317,124,224,348,2524,3141,5665,USERA / TODOS,01-01-2010,2010
65 - 69,2119,2835,4954,70,110,180,2189,2945,5134,USERA / TODOS,01-01-2010,2010
70 - 74,2166,3221,5387,47,75,122,2213,3296,5509,USERA / TODOS,01-01-2010,2010
75 - 79,2525,3814,6339,14,54,68,2539,3868,6407,USERA / TODOS,01-01-2010,2010
80 - 84,1703,2825,4528,11,16,27,1714,2841,4555,USERA / TODOS,01-01-2010,2010
85 - 89,778,1663,2441,4,10,14,782,1673,2455,USERA / TODOS,01-01-2010,2010
90 - 94,196,605,801,0,4,4,196,609,805,USERA / TODOS,01-01-2010,2010
95 - 99,48,150,198,1,0,1,49,150,199,USERA / TODOS,01-01-2010,2010
100 o más,9,25,34,0,1,1,9,26,35,USERA / TODOS,01-01-2010,2010
Total,92950,103223,196173,25272,23658,48930,118222,126881,245103,PUENTE DE VALLECAS / TODOS,01-01-2010,2010
0 - 4,4875,4576,9451,1301,1263,2564,6176,5839,12015,PUENTE DE VALLECAS / TODOS,01-01-2010,2010
5 - 9,4870,4602,9472,916,872,1788,5786,5474,11260,PUENTE DE VALLECAS / TODOS,01-01-2010,2010
10 - 14,4375,4111,8486,1297,1206,2503,5672,5317,10989,PUENTE DE VALLECAS / TODOS,01-01-2010,2010
15 - 19,4919,4591,9510,1378,1356,2734,6297,5947,12244,PUENTE DE VALLECAS / TODOS,01-01-2010,2010
20 - 24,5388,5065,10453,2174,2426,4600,7562,7491,15053,PUENTE DE VALLECAS / TODOS,01-01-2010,2010
25 - 29,5865,5631,11496,4021,3953,7974,9886,9584,19470,PUENTE DE VALLECAS / TODOS,01-01-2010,2010
30 - 34,6714,6699,13413,4499,3849,8348,11213,10548,21761,PUENTE DE VALLECAS / TODOS,01-01-2010,2010
35 - 39,6992,6965,13957,3650,2954,6604,10642,9919,20561,PUENTE DE VALLECAS / TODOS,01-01-2010,2010
40 - 44,7930,8330,16260,2552,2128,4680,10482,10458,20940,PUENTE DE VALLECAS / TODOS,01-01-2010,2010
45 - 49,7997,8664,16661,1656,1464,3120,9653,10128,19781,PUENTE DE VALLECAS / TODOS,01-01-2010,2010
50 - 54,6855,7162,14017,952,989,1941,7807,8151,15958,PUENTE DE VALLECAS / TODOS,01-01-2010,2010
55 - 59,4917,5315,10232,465,541,1006,5382,5856,11238,PUENTE DE VALLECAS / TODOS,01-01-2010,2010
60 - 64,4485,5299,9784,219,294,513,4704,5593,10297,PUENTE DE VALLECAS / TODOS,01-01-2010,2010
65 - 69,3974,5094,9068,91,150,241,4065,5244,9309,PUENTE DE VALLECAS / TODOS,01-01-2010,2010
70 - 74,3939,5698,9637,47,111,158,3986,5809,9795,PUENTE DE VALLECAS / TODOS,01-01-2010,2010
75 - 79,4374,6519,10893,30,50,80,4404,6569,10973,PUENTE DE VALLECAS / TODOS,01-01-2010,2010
80 - 84,2820,4959,7779,15,28,43,2835,4987,7822,PUENTE DE VALLECAS / TODOS,01-01-2010,2010
85 - 89,1306,2733,4039,7,12,19,1313,2745,4058,PUENTE DE VALLECAS / TODOS,01-01-2010,2010
90 - 94,289,950,1239,2,8,10,291,958,1249,PUENTE DE VALLECAS / TODOS,01-01-2010,2010
95 - 99,61,225,286,0,2,2,61,227,288,PUENTE DE VALLECAS / TODOS,01-01-2010,2010
100 o más,4,35,39,0,2,2,4,37,41,PUENTE DE VALLECAS / TODOS,01-01-2010,2010
No Consta,1,0,1,0,0,0,1,0,1,PUENTE DE VALLECAS / TODOS,01-01-2010,2010
Total,42772,48946,91718,5446,5890,11336,48218,54836,103054,MORATALAZ / TODOS,01-01-2010,2010
0 - 4,1926,1850,3776,215,218,433,2141,2068,4209,MORATALAZ / TODOS,01-01-2010,2010
5 - 9,2060,2045,4105,191,179,370,2251,2224,4475,MORATALAZ / TODOS,01-01-2010,2010
10 - 14,2074,1938,4012,248,272,520,2322,2210,4532,MORATALAZ / TODOS,01-01-2010,2010
15 - 19,2161,2055,4216,318,299,617,2479,2354,4833,MORATALAZ / TODOS,01-01-2010,2010
20 - 24,2156,2052,4208,562,599,1161,2718,2651,5369,MORATALAZ / TODOS,01-01-2010,2010
25 - 29,2449,2299,4748,860,978,1838,3309,3277,6586,MORATALAZ / TODOS,01-01-2010,2010
30 - 34,2742,2765,5507,980,944,1924,3722,3709,7431,MORATALAZ / TODOS,01-01-2010,2010
35 - 39,3242,3358,6600,749,704,1453,3991,4062,8053,MORATALAZ / TODOS,01-01-2010,2010
40 - 44,3557,3888,7445,550,547,1097,4107,4435,8542,MORATALAZ / TODOS,01-01-2010,2010
45 - 49,3575,3858,7433,281,412,693,3856,4270,8126,MORATALAZ / TODOS,01-01-2010,2010
50 - 54,2847,3194,6041,229,288,517,3076,3482,6558,MORATALAZ / TODOS,01-01-2010,2010
55 - 59,2279,2714,4993,116,184,300,2395,2898,5293,MORATALAZ / TODOS,01-01-2010,2010
60 - 64,2280,3035,5315,40,99,139,2320,3134,5454,MORATALAZ / TODOS,01-01-2010,2010
65 - 69,2481,3430,5911,44,68,112,2525,3498,6023,MORATALAZ / TODOS,01-01-2010,2010
70 - 74,2431,3435,5866,37,50,87,2468,3485,5953,MORATALAZ / TODOS,01-01-2010,2010
75 - 79,2449,3203,5652,11,27,38,2460,3230,5690,MORATALAZ / TODOS,01-01-2010,2010
80 - 84,1334,2137,3471,11,13,24,1345,2150,3495,MORATALAZ / TODOS,01-01-2010,2010
85 - 89,543,1088,1631,4,4,8,547,1092,1639,MORATALAZ / TODOS,01-01-2010,2010
90 - 94,145,425,570,0,5,5,145,430,575,MORATALAZ / TODOS,01-01-2010,2010
95 - 99,36,157,193,0,0,0,36,157,193,MORATALAZ / TODOS,01-01-2010,2010
100 o más,5,19,24,0,0,0,5,19,24,MORATALAZ / TODOS,01-01-2010,2010
No Consta,0,1,1,0,0,0,0,1,1,MORATALAZ / TODOS,01-01-2010,2010
Total,85983,102260,188243,19883,21611,41494,105866,123871,229737,CIUDAD LINEAL / TODOS,01-01-2010,2010
0 - 4,4152,3922,8074,870,842,1712,5022,4764,9786,CIUDAD LINEAL / TODOS,01-01-2010,2010
5 - 9,4357,4166,8523,660,653,1313,5017,4819,9836,CIUDAD LINEAL / TODOS,01-01-2010,2010
10 - 14,3733,3493,7226,1024,948,1972,4757,4441,9198,CIUDAD LINEAL / TODOS,01-01-2010,2010
15 - 19,4007,3835,7842,1090,1075,2165,5097,4910,10007,CIUDAD LINEAL / TODOS,01-01-2010,2010
20 - 24,4232,4194,8426,1620,2038,3658,5852,6232,12084,CIUDAD LINEAL / TODOS,01-01-2010,2010
25 - 29,5062,5046,10108,3005,3458,6463,8067,8504,16571,CIUDAD LINEAL / TODOS,01-01-2010,2010
30 - 34,6244,6074,12318,3471,3647,7118,9715,9721,19436,CIUDAD LINEAL / TODOS,01-01-2010,2010
35 - 39,6491,6905,13396,2767,2654,5421,9258,9559,18817,CIUDAD LINEAL / TODOS,01-01-2010,2010
40 - 44,6751,7654,14405,2070,2030,4100,8821,9684,18505,CIUDAD LINEAL / TODOS,01-01-2010,2010
45 - 49,6732,7903,14635,1389,1621,3010,8121,9524,17645,CIUDAD LINEAL / TODOS,01-01-2010,2010
50 - 54,6033,7193,13226,845,1118,1963,6878,8311,15189,CIUDAD LINEAL / TODOS,01-01-2010,2010
55 - 59,4805,6110,10915,509,668,1177,5314,6778,12092,CIUDAD LINEAL / TODOS,01-01-2010,2010
60 - 64,4957,6467,11424,247,354,601,5204,6821,12025,CIUDAD LINEAL / TODOS,01-01-2010,2010
65 - 69,4569,6434,11003,128,197,325,4697,6631,11328,CIUDAD LINEAL / TODOS,01-01-2010,2010
70 - 74,4164,6205,10369,82,135,217,4246,6340,10586,CIUDAD LINEAL / TODOS,01-01-2010,2010
75 - 79,4675,6898,11573,51,78,129,4726,6976,11702,CIUDAD LINEAL / TODOS,01-01-2010,2010
80 - 84,3065,5176,8241,37,49,86,3102,5225,8327,CIUDAD LINEAL / TODOS,01-01-2010,2010
85 - 89,1439,2997,4436,12,28,40,1451,3025,4476,CIUDAD LINEAL / TODOS,01-01-2010,2010
