,spanish_men,spanish_women,spanish_total,foreign_men,foreign_women,foreign_total,men_total,women_total,total,district,date,year
95 - 99,141,446,587,0,2,2,141,448,589,LATINA / TODOS,01-01-2016,2016
100 o más,28,70,98,0,1,1,28,71,99,LATINA / TODOS,01-01-2016,2016
Total,94332,109346,203678,18765,20300,39065,113097,129646,242743,CARABANCHEL / TODOS,01-01-2016,2016
0 - 4,4683,4427,9110,1108,1071,2179,5791,5498,11289,CARABANCHEL / TODOS,01-01-2016,2016
5 - 9,5648,5310,10958,770,765,1535,6418,6075,12493,CARABANCHEL / TODOS,01-01-2016,2016
10 - 14,4842,4671,9513,706,672,1378,5548,5343,10891,CARABANCHEL / TODOS,01-01-2016,2016
15 - 19,4230,4165,8395,966,905,1871,5196,5070,10266,CARABANCHEL / TODOS,01-01-2016,2016
20 - 24,4525,4405,8930,1332,1565,2897,5857,5970,11827,CARABANCHEL / TODOS,01-01-2016,2016
25 - 29,4650,4615,9265,1983,2483,4466,6633,7098,13731,CARABANCHEL / TODOS,01-01-2016,2016
30 - 34,5150,5655,10805,2627,2988,5615,7777,8643,16420,CARABANCHEL / TODOS,01-01-2016,2016
35 - 39,7137,8021,15158,2859,2800,5659,9996,10821,20817,CARABANCHEL / TODOS,01-01-2016,2016
40 - 44,8774,9227,18001,2222,2165,4387,10996,11392,22388,CARABANCHEL / TODOS,01-01-2016,2016
45 - 49,8127,8660,16787,1746,1749,3495,9873,10409,20282,CARABANCHEL / TODOS,01-01-2016,2016
50 - 54,7233,8101,15334,1044,1255,2299,8277,9356,17633,CARABANCHEL / TODOS,01-01-2016,2016
55 - 59,6038,6907,12945,711,856,1567,6749,7763,14512,CARABANCHEL / TODOS,01-01-2016,2016
60 - 64,4591,5797,10388,389,486,875,4980,6283,11263,CARABANCHEL / TODOS,01-01-2016,2016
65 - 69,4492,5914,10406,152,269,421,4644,6183,10827,CARABANCHEL / TODOS,01-01-2016,2016
70 - 74,4102,5955,10057,69,115,184,4171,6070,10241,CARABANCHEL / TODOS,01-01-2016,2016
75 - 79,3827,5781,9608,41,84,125,3868,5865,9733,CARABANCHEL / TODOS,01-01-2016,2016
80 - 84,3515,5731,9246,21,37,58,3536,5768,9304,CARABANCHEL / TODOS,01-01-2016,2016
85 - 89,1960,3817,5777,12,23,35,1972,3840,5812,CARABANCHEL / TODOS,01-01-2016,2016
90 - 94,682,1710,2392,5,10,15,687,1720,2407,CARABANCHEL / TODOS,01-01-2016,2016
95 - 99,111,408,519,2,1,3,113,409,522,CARABANCHEL / TODOS,01-01-2016,2016
100 o más,15,69,84,0,1,1,15,70,85,CARABANCHEL / TODOS,01-01-2016,2016
Total,51202,58523,109725,12143,12532,24675,63345,71055,134400,USERA / TODOS,01-01-2016,2016
0 - 4,2487,2386,4873,788,748,1536,3275,3134,6409,USERA / TODOS,01-01-2016,2016
5 - 9,3230,3114,6344,498,471,969,3728,3585,7313,USERA / TODOS,01-01-2016,2016
10 - 14,3029,2834,5863,481,431,912,3510,3265,6775,USERA / TODOS,01-01-2016,2016
15 - 19,2660,2532,5192,667,613,1280,3327,3145,6472,USERA / TODOS,01-01-2016,2016
20 - 24,2593,2487,5080,886,953,1839,3479,3440,6919,USERA / TODOS,01-01-2016,2016
25 - 29,2516,2549,5065,1164,1527,2691,3680,4076,7756,USERA / TODOS,01-01-2016,2016
30 - 34,2733,2958,5691,1643,1779,3422,4376,4737,9113,USERA / TODOS,01-01-2016,2016
35 - 39,3733,4184,7917,1770,1700,3470,5503,5884,11387,USERA / TODOS,01-01-2016,2016
40 - 44,4618,4903,9521,1530,1447,2977,6148,6350,12498,USERA / TODOS,01-01-2016,2016
45 - 49,4515,4724,9239,1203,1087,2290,5718,5811,11529,USERA / TODOS,01-01-2016,2016
50 - 54,4035,4539,8574,727,766,1493,4762,5305,10067,USERA / TODOS,01-01-2016,2016
55 - 59,3447,3726,7173,405,456,861,3852,4182,8034,USERA / TODOS,01-01-2016,2016
60 - 64,2485,2954,5439,196,250,446,2681,3204,5885,USERA / TODOS,01-01-2016,2016
65 - 69,2186,2813,4999,89,138,227,2275,2951,5226,USERA / TODOS,01-01-2016,2016
70 - 74,1855,2587,4442,38,67,105,1893,2654,4547,USERA / TODOS,01-01-2016,2016
75 - 79,1726,2860,4586,37,54,91,1763,2914,4677,USERA / TODOS,01-01-2016,2016
80 - 84,1877,3182,5059,11,28,39,1888,3210,5098,USERA / TODOS,01-01-2016,2016
85 - 89,1059,2087,3146,7,13,20,1066,2100,3166,USERA / TODOS,01-01-2016,2016
90 - 94,356,878,1234,2,4,6,358,882,1240,USERA / TODOS,01-01-2016,2016
95 - 99,56,193,249,0,0,0,56,193,249,USERA / TODOS,01-01-2016,2016
100 o más,6,33,39,1,0,1,7,33,40,USERA / TODOS,01-01-2016,2016
Total,91815,102705,194520,16263,17069,33332,108078,119774,227852,PUENTE DE VALLECAS / TODOS,01-01-2016,2016
0 - 4,3930,3745,7675,1060,1018,2078,4990,4763,9753,PUENTE DE VALLECAS / TODOS,01-01-2016,2016
5 - 9,4760,4346,9106,718,687,1405,5478,5033,10511,PUENTE DE VALLECAS / TODOS,01-01-2016,2016
10 - 14,4657,4402,9059,648,615,1263,5305,5017,10322,PUENTE DE VALLECAS / TODOS,01-01-2016,2016
15 - 19,4853,4632,9485,835,847,1682,5688,5479,11167,PUENTE DE VALLECAS / TODOS,01-01-2016,2016
20 - 24,5233,5001,10234,1205,1339,2544,6438,6340,12778,PUENTE DE VALLECAS / TODOS,01-01-2016,2016
25 - 29,5460,5144,10604,1662,2108,3770,7122,7252,14374,PUENTE DE VALLECAS / TODOS,01-01-2016,2016
30 - 34,5613,5546,11159,2274,2498,4772,7887,8044,15931,PUENTE DE VALLECAS / TODOS,01-01-2016,2016
35 - 39,6377,6640,13017,2428,2275,4703,8805,8915,17720,PUENTE DE VALLECAS / TODOS,01-01-2016,2016
40 - 44,6981,7208,14189,2023,1871,3894,9004,9079,18083,PUENTE DE VALLECAS / TODOS,01-01-2016,2016
45 - 49,7632,8340,15972,1445,1376,2821,9077,9716,18793,PUENTE DE VALLECAS / TODOS,01-01-2016,2016
50 - 54,8014,8983,16997,879,971,1850,8893,9954,18847,PUENTE DE VALLECAS / TODOS,01-01-2016,2016
55 - 59,7079,7742,14821,559,656,1215,7638,8398,16036,PUENTE DE VALLECAS / TODOS,01-01-2016,2016
60 - 64,4840,5470,10310,267,371,638,5107,5841,10948,PUENTE DE VALLECAS / TODOS,01-01-2016,2016
65 - 69,4008,4968,8976,110,211,321,4118,5179,9297,PUENTE DE VALLECAS / TODOS,01-01-2016,2016
70 - 74,3403,4608,8011,83,106,189,3486,4714,8200,PUENTE DE VALLECAS / TODOS,01-01-2016,2016
75 - 79,3258,5202,8460,34,60,94,3292,5262,8554,PUENTE DE VALLECAS / TODOS,01-01-2016,2016
80 - 84,3156,5328,8484,22,45,67,3178,5373,8551,PUENTE DE VALLECAS / TODOS,01-01-2016,2016
85 - 89,1865,3634,5499,9,14,23,1874,3648,5522,PUENTE DE VALLECAS / TODOS,01-01-2016,2016
90 - 94,598,1427,2025,2,0,2,600,1427,2027,PUENTE DE VALLECAS / TODOS,01-01-2016,2016
95 - 99,89,290,379,0,0,0,89,290,379,PUENTE DE VALLECAS / TODOS,01-01-2016,2016
100 o más,9,49,58,0,1,1,9,50,59,PUENTE DE VALLECAS / TODOS,01-01-2016,2016
Total,40232,47213,87445,3435,3995,7430,43667,51208,94875,MORATALAZ / TODOS,01-01-2016,2016
0 - 4,1465,1419,2884,173,166,339,1638,1585,3223,MORATALAZ / TODOS,01-01-2016,2016
5 - 9,1770,1649,3419,139,121,260,1909,1770,3679,MORATALAZ / TODOS,01-01-2016,2016
10 - 14,1892,1898,3790,122,118,240,2014,2016,4030,MORATALAZ / TODOS,01-01-2016,2016
15 - 19,2094,2035,4129,307,180,487,2401,2215,4616,MORATALAZ / TODOS,01-01-2016,2016
20 - 24,2247,2131,4378,301,343,644,2548,2474,5022,MORATALAZ / TODOS,01-01-2016,2016
25 - 29,2028,1981,4009,349,481,830,2377,2462,4839,MORATALAZ / TODOS,01-01-2016,2016
30 - 34,2207,2079,4286,449,575,1024,2656,2654,5310,MORATALAZ / TODOS,01-01-2016,2016
35 - 39,2350,2449,4799,473,533,1006,2823,2982,5805,MORATALAZ / TODOS,01-01-2016,2016
40 - 44,2771,3069,5840,378,402,780,3149,3471,6620,MORATALAZ / TODOS,01-01-2016,2016
45 - 49,3308,3729,7037,268,331,599,3576,4060,7636,MORATALAZ / TODOS,01-01-2016,2016
50 - 54,3467,3954,7421,187,240,427,3654,4194,7848,MORATALAZ / TODOS,01-01-2016,2016
55 - 59,2915,3363,6278,123,215,338,3038,3578,6616,MORATALAZ / TODOS,01-01-2016,2016
60 - 64,2180,2752,4932,66,117,183,2246,2869,5115,MORATALAZ / TODOS,01-01-2016,2016
65 - 69,1999,2826,4825,33,64,97,2032,2890,4922,MORATALAZ / TODOS,01-01-2016,2016
70 - 74,2215,3162,5377,30,47,77,2245,3209,5454,MORATALAZ / TODOS,01-01-2016,2016
75 - 79,2083,3258,5341,20,25,45,2103,3283,5386,MORATALAZ / TODOS,01-01-2016,2016
80 - 84,1988,2898,4886,5,26,31,1993,2924,4917,MORATALAZ / TODOS,01-01-2016,2016
85 - 89,944,1723,2667,9,8,17,953,1731,2684,MORATALAZ / TODOS,01-01-2016,2016
90 - 94,259,635,894,3,3,6,262,638,900,MORATALAZ / TODOS,01-01-2016,2016
95 - 99,46,171,217,0,0,0,46,171,217,MORATALAZ / TODOS,01-01-2016,2016
100 o más,4,32,36,0,0,0,4,32,36,MORATALAZ / TODOS,01-01-2016,2016
Total,84957,101883,186840,11839,14369,26208,96796,116252,213048,CIUDAD LINEAL / TODOS,01-01-2016,2016
0 - 4,3592,3407,6999,673,619,1292,4265,4026,8291,CIUDAD LINEAL / TODOS,01-01-2016,2016
5 - 9,4057,3862,7919,406,449,855,4463,4311,8774,CIUDAD LINEAL / TODOS,01-01-2016,2016
10 - 14,4210,3997,8207,430,433,863,4640,4430,9070,CIUDAD LINEAL / TODOS,01-01-2016,2016
15 - 19,4106,3866,7972,629,571,1200,4735,4437,9172,CIUDAD LINEAL / TODOS,01-01-2016,2016
20 - 24,4232,4122,8354,781,1036,1817,5013,5158,10171,CIUDAD LINEAL / TODOS,01-01-2016,2016
25 - 29,4603,4484,9087,1177,1825,3002,5780,6309,12089,CIUDAD LINEAL / TODOS,01-01-2016,2016
30 - 34,5106,5265,10371,1719,2276,3995,6825,7541,14366,CIUDAD LINEAL / TODOS,01-01-2016,2016
35 - 39,5993,6188,12181,1836,1969,3805,7829,8157,15986,CIUDAD LINEAL / TODOS,01-01-2016,2016
40 - 44,6387,7042,13429,1382,1521,2903,7769,8563,16332,CIUDAD LINEAL / TODOS,01-01-2016,2016
45 - 49,6537,7724,14261,1052,1203,2255,7589,8927,16516,CIUDAD LINEAL / TODOS,01-01-2016,2016
50 - 54,6703,8289,14992,691,926,1617,7394,9215,16609,CIUDAD LINEAL / TODOS,01-01-2016,2016
55 - 59,6011,7486,13497,470,648,1118,6481,8134,14615,CIUDAD LINEAL / TODOS,01-01-2016,2016
60 - 64,4722,6145,10867,241,362,603,4963,6507,11470,CIUDAD LINEAL / TODOS,01-01-2016,2016
65 - 69,4518,6125,10643,162,228,390,4680,6353,11033,CIUDAD LINEAL / TODOS,01-01-2016,2016
70 - 74,4126,5967,10093,81,139,220,4207,6106,10313,CIUDAD LINEAL / TODOS,01-01-2016,2016
75 - 79,3542,5798,9340,61,75,136,3603,5873,9476,CIUDAD LINEAL / TODOS,01-01-2016,2016
80 - 84,3564,5882,9446,25,48,73,3589,5930,9519,CIUDAD LINEAL / TODOS,01-01-2016,2016
85 - 89,2100,3994,6094,18,21,39,2118,4015,6133,CIUDAD LINEAL / TODOS,01-01-2016,2016
90 - 94,732,1747,2479,3,17,20,735,1764,2499,CIUDAD LINEAL / TODOS,01-01-2016,2016
95 - 99,102,412,514,2,1,3,104,413,517,CIUDAD LINEAL / TODOS,01-01-2016,2016
100 o más,14,81,95,0,2,2,14,83,97,CIUDAD LINEAL / TODOS,01-01-2016,2016
Total,77631,84963,162594,6930,8606,15536,84561,93569,178130,HORTALEZA / TODOS,01-01-2016,2016
0 - 4,4594,4347,8941,459,417,876,5053,4764,9817,HORTALEZA / TODOS,01-01-2016,2016
5 - 9,4933,4591,9524,407,365,772,5340,4956,10296,HORTALEZA / TODOS,01-01-2016,2016
10 - 14,4286,4167,8453,390,384,774,4676,4551,9227,HORTALEZA / TODOS,01-01-2016,2016
15 - 19,3891,3649,7540,364,354,718,4255,4003,8258,HORTALEZA / TODOS,01-01-2016,2016
20 - 24,3679,3537,7216,358,407,765,4037,3944,7981,HORTALEZA / TODOS,01-01-2016,2016
25 - 29,3795,3689,7484,553,881,1434,4348,4570,8918,HORTALEZA / TODOS,01-01-2016,2016
30 - 34,4812,4909,9721,823,1191,2014,5635,6100,11735,HORTALEZA / TODOS,01-01-2016,2016
35 - 39,6350,6667,13017,956,1270,2226,7306,7937,15243,HORTALEZA / TODOS,01-01-2016,2016
40 - 44,6898,7241,14139,879,973,1852,7777,8214,15991,HORTALEZA / TODOS,01-01-2016,2016
45 - 49,6078,6637,12715,659,780,1439,6737,7417,14154,HORTALEZA / TODOS,01-01-2016,2016
50 - 54,5864,6529,12393,422,520,942,6286,7049,13335,HORTALEZA / TODOS,01-01-2016,2016
55 - 59,5037,5400,10437,256,374,630,5293,5774,11067,HORTALEZA / TODOS,01-01-2016,2016
60 - 64,3836,4620,8456,162,263,425,3998,4883,8881,HORTALEZA / TODOS,01-01-2016,2016
65 - 69,3767,4902,8669,94,156,250,3861,5058,8919,HORTALEZA / TODOS,01-01-2016,2016
70 - 74,3642,4483,8125,55,111,166,3697,4594,8291,HORTALEZA / TODOS,01-01-2016,2016
75 - 79,2618,3430,6048,51,78,129,2669,3508,6177,HORTALEZA / TODOS,01-01-2016,2016
80 - 84,2065,3037,5102,20,44,64,2085,3081,5166,HORTALEZA / TODOS,01-01-2016,2016
85 - 89,1075,1956,3031,16,25,41,1091,1981,3072,HORTALEZA / TODOS,01-01-2016,2016
90 - 94,352,876,1228,5,11,16,357,887,1244,HORTALEZA / TODOS,01-01-2016,2016
95 - 99,50,248,298,0,1,1,50,249,299,HORTALEZA / TODOS,01-01-2016,2016
100 o más,9,48,57,1,1,2,10,49,59,HORTALEZA / TODOS,01-01-2016,2016
Total,56527,62083,118610,11647,11598,23245,68174,73681,141855,VILLAVERDE / TODOS,01-01-2016,2016
0 - 4,2832,2638,5470,804,789,1593,3636,3427,7063,VILLAVERDE / TODOS,01-01-2016,2016
5 - 9,3774,3486,7260,547,483,1030,4321,3969,8290,VILLAVERDE / TODOS,01-01-2016,2016
10 - 14,3311,3088,6399,409,408,817,3720,3496,7216,VILLAVERDE / TODOS,01-01-2016,2016
15 - 19,2805,2801,5606,522,547,1069,3327,3348,6675,VILLAVERDE / TODOS,01-01-2016,2016
20 - 24,2879,2810,5689,795,899,1694,3674,3709,7383,VILLAVERDE / TODOS,01-01-2016,2016
25 - 29,2793,2865,5658,1141,1363,2504,3934,4228,8162,VILLAVERDE / TODOS,01-01-2016,2016
30 - 34,3003,3103,6106,1527,1626,3153,4530,4729,9259,VILLAVERDE / TODOS,01-01-2016,2016
35 - 39,3885,4255,8140,1876,1485,3361,5761,5740,11501,VILLAVERDE / TODOS,01-01-2016,2016
40 - 44,5066,5200,10266,1428,1235,2663,6494,6435,12929,VILLAVERDE / TODOS,01-01-2016,2016
45 - 49,4919,5311,10230,1076,943,2019,5995,6254,12249,VILLAVERDE / TODOS,01-01-2016,2016
50 - 54,4749,4863,9612,729,692,1421,5478,5555,11033,VILLAVERDE / TODOS,01-01-2016,2016
55 - 59,3609,3801,7410,429,505,934,4038,4306,8344,VILLAVERDE / TODOS,01-01-2016,2016
60 - 64,2514,2861,5375,195,287,482,2709,3148,5857,VILLAVERDE / TODOS,01-01-2016,2016
65 - 69,2286,2946,5232,81,159,240,2367,3105,5472,VILLAVERDE / TODOS,01-01-2016,2016
70 - 74,2347,3179,5526,30,75,105,2377,3254,5631,VILLAVERDE / TODOS,01-01-2016,2016
75 - 79,2261,3261,5522,30,53,83,2291,3314,5605,VILLAVERDE / TODOS,01-01-2016,2016
80 - 84,2156,3094,5250,16,25,41,2172,3119,5291,VILLAVERDE / TODOS,01-01-2016,2016
85 - 89,1022,1747,2769,9,19,28,1031,1766,2797,VILLAVERDE / TODOS,01-01-2016,2016
90 - 94,272,627,899,3,2,5,275,629,904,VILLAVERDE / TODOS,01-01-2016,2016
95 - 99,39,132,171,0,3,3,39,135,174,VILLAVERDE / TODOS,01-01-2016,2016
100 o más,5,15,20,0,0,0,5,15,20,VILLAVERDE / TODOS,01-01-2016,2016
Total,44472,46902,91374,5245,5677,10922,49717,52579,102296,VILLA DE VALLECAS / TODOS,01-01-2016,2016
0 - 4,3486,3347,6833,358,375,733,3844,3722,7566,VILLA DE VALLECAS / TODOS,01-01-2016,2016
5 - 9,2967,2673,5640,295,284,579,3262,2957,6219,VILLA DE VALLECAS / TODOS,01-01-2016,2016
10 - 14,2283,2089,4372,259,218,477,2542,2307,4849,VILLA DE VALLECAS / TODOS,01-01-2016,2016
15 - 19,1962,1863,3825,268,254,522,2230,2117,4347,VILLA DE VALLECAS / TODOS,01-01-2016,2016
20 - 24,2072,1978,4050,283,348,631,2355,2326,4681,VILLA DE VALLECAS / TODOS,01-01-2016,2016
25 - 29,2570,2650,5220,535,700,1235,3105,3350,6455,VILLA DE VALLECAS / TODOS,01-01-2016,2016
30 - 34,3550,4004,7554,747,849,1596,4297,4853,9150,VILLA DE VALLECAS / TODOS,01-01-2016,2016
35 - 39,5355,5462,10817,837,783,1620,6192,6245,12437,VILLA DE VALLECAS / TODOS,01-01-2016,2016
40 - 44,4640,4392,9032,608,547,1155,5248,4939,10187,VILLA DE VALLECAS / TODOS,01-01-2016,2016
45 - 49,3268,3335,6603,430,478,908,3698,3813,7511,VILLA DE VALLECAS / TODOS,01-01-2016,2016
50 - 54,2914,3287,6201,250,291,541,3164,3578,6742,VILLA DE VALLECAS / TODOS,01-01-2016,2016
55 - 59,2482,2628,5110,167,238,405,2649,2866,5515,VILLA DE VALLECAS / TODOS,01-01-2016,2016
60 - 64,1814,2173,3987,109,139,248,1923,2312,4235,VILLA DE VALLECAS / TODOS,01-01-2016,2016
65 - 69,1735,1910,3645,49,63,112,1784,1973,3757,VILLA DE VALLECAS / TODOS,01-01-2016,2016
70 - 74,1174,1433,2607,21,55,76,1195,1488,2683,VILLA DE VALLECAS / TODOS,01-01-2016,2016
75 - 79,941,1320,2261,17,26,43,958,1346,2304,VILLA DE VALLECAS / TODOS,01-01-2016,2016
80 - 84,731,1189,1920,4,12,16,735,1201,1936,VILLA DE VALLECAS / TODOS,01-01-2016,2016
85 - 89,377,741,1118,6,11,17,383,752,1135,VILLA DE VALLECAS / TODOS,01-01-2016,2016
90 - 94,129,330,459,2,4,6,131,334,465,VILLA DE VALLECAS / TODOS,01-01-2016,2016
95 - 99,21,87,108,0,1,1,21,88,109,VILLA DE VALLECAS / TODOS,01-01-2016,2016
100 o más,1,11,12,0,1,1,1,12,13,VILLA DE VALLECAS / TODOS,01-01-2016,2016
Total,30151,31964,62115,3890,3953,7843,34041,35917,69958,VICALVARO / TODOS,01-01-2016,2016
0 - 4,1637,1587,3224,280,250,530,1917,1837,3754,VICALVARO / TODOS,01-01-2016,2016
5 - 9,2420,2271,4691,196,208,404,2616,2479,5095,VICALVARO / TODOS,01-01-2016,2016
10 - 14,1989,2037,4026,159,150,309,2148,2187,4335,VICALVARO / TODOS,01-01-2016,2016
15 - 19,1759,1583,3342,203,188,391,1962,1771,3733,VICALVARO / TODOS,01-01-2016,2016
20 - 24,1405,1354,2759,283,304,587,1688,1658,3346,VICALVARO / TODOS,01-01-2016,2016
25 - 29,1271,1200,2471,398,471,869,1669,1671,3340,VICALVARO / TODOS,01-01-2016,2016
30 - 34,1319,1395,2714,525,555,1080,1844,1950,3794,VICALVARO / TODOS,01-01-2016,2016
35 - 39,2105,2387,4492,542,529,1071,2647,2916,5563,VICALVARO / TODOS,01-01-2016,2016
40 - 44,3384,3571,6955,442,377,819,3826,3948,7774,VICALVARO / TODOS,01-01-2016,2016
45 - 49,3098,3240,6338,340,310,650,3438,3550,6988,VICALVARO / TODOS,01-01-2016,2016
50 - 54,2676,2628,5304,212,233,445,2888,2861,5749,VICALVARO / TODOS,01-01-2016,2016
55 - 59,1754,1808,3562,149,177,326,1903,1985,3888,VICALVARO / TODOS,01-01-2016,2016
60 - 64,1079,1175,2254,90,93,183,1169,1268,2437,VICALVARO / TODOS,01-01-2016,2016
65 - 69,917,1264,2181,32,37,69,949,1301,2250,VICALVARO / TODOS,01-01-2016,2016
70 - 74,1043,1398,2441,13,35,48,1056,1433,2489,VICALVARO / TODOS,01-01-2016,2016
75 - 79,1054,1292,2346,18,18,36,1072,1310,2382,VICALVARO / TODOS,01-01-2016,2016
80 - 84,777,975,1752,4,11,15,781,986,1767,VICALVARO / TODOS,01-01-2016,2016
85 - 89,350,547,897,4,4,8,354,551,905,VICALVARO / TODOS,01-01-2016,2016
90 - 94,93,197,290,0,2,2,93,199,292,VICALVARO / TODOS,01-01-2016,2016
95 - 99,19,43,62,0,1,1,19,44,63,VICALVARO / TODOS,01-01-2016,2016
100 o más,2,12,14,0,0,0,2,12,14,VICALVARO / TODOS,01-01-2016,2016
Total,65633,72961,138594,7162,8100,15262,72795,81061,153856,SAN BLAS-CANILLEJAS / TODOS,01-01-2016,2016
0 - 4,3025,2872,5897,446,387,833,3471,3259,6730,SAN BLAS-CANILLEJAS / TODOS,01-01-2016,2016
5 - 9,3896,3720,7616,297,356,653,4193,4076,8269,SAN BLAS-CANILLEJAS / TODOS,01-01-2016,2016
10 - 14,4257,4065,8322,264,312,576,4521,4377,8898,SAN BLAS-CANILLEJAS / TODOS,01-01-2016,2016
15 - 19,3469,3339,6808,345,354,699,3814,3693,7507,SAN BLAS-CANILLEJAS / TODOS,01-01-2016,2016
20 - 24,3252,3066,6318,421,531,952,3673,3597,7270,SAN BLAS-CANILLEJAS / TODOS,01-01-2016,2016
25 - 29,3249,3204,6453,694,1019,1713,3943,4223,8166,SAN BLAS-CANILLEJAS / TODOS,01-01-2016,2016
30 - 34,3542,3515,7057,1028,1221,2249,4570,4736,9306,SAN BLAS-CANILLEJAS / TODOS,01-01-2016,2016
35 - 39,4363,4707,9070,1138,1113,2251,5501,5820,11321,SAN BLAS-CANILLEJAS / TODOS,01-01-2016,2016
40 - 44,5529,6180,11709,877,846,1723,6406,7026,13432,SAN BLAS-CANILLEJAS / TODOS,01-01-2016,2016
45 - 49,6531,6874,13405,646,656,1302,7177,7530,14707,SAN BLAS-CANILLEJAS / TODOS,01-01-2016,2016
50 - 54,6005,6340,12345,424,452,876,6429,6792,13221,SAN BLAS-CANILLEJAS / TODOS,01-01-2016,2016
55 - 59,4757,5029,9786,271,325,596,5028,5354,10382,SAN BLAS-CANILLEJAS / TODOS,01-01-2016,2016
60 - 64,3139,3543,6682,140,247,387,3279,3790,7069,SAN BLAS-CANILLEJAS / TODOS,01-01-2016,2016
65 - 69,2667,3170,5837,91,142,233,2758,3312,6070,SAN BLAS-CANILLEJAS / TODOS,01-01-2016,2016
70 - 74,2155,2853,5008,39,72,111,2194,2925,5119,SAN BLAS-CANILLEJAS / TODOS,01-01-2016,2016
75 - 79,2007,3216,5223,25,32,57,2032,3248,5280,SAN BLAS-CANILLEJAS / TODOS,01-01-2016,2016
80 - 84,2129,3627,5756,12,22,34,2141,3649,5790,SAN BLAS-CANILLEJAS / TODOS,01-01-2016,2016
85 - 89,1246,2425,3671,3,11,14,1249,2436,3685,SAN BLAS-CANILLEJAS / TODOS,01-01-2016,2016
90 - 94,368,1012,1380,1,2,3,369,1014,1383,SAN BLAS-CANILLEJAS / TODOS,01-01-2016,2016
95 - 99,43,173,216,0,0,0,43,173,216,SAN BLAS-CANILLEJAS / TODOS,01-01-2016,2016
100 o más,4,31,35,0,0,0,4,31,35,SAN BLAS-CANILLEJAS / TODOS,01-01-2016,2016
Total,20738,21629,42367,1748,2258,4006,22486,23887,46373,BARAJAS / TODOS,01-01-2016,2016
0 - 4,1273,1148,2421,91,110,201,1364,1258,2622,BARAJAS / TODOS,01-01-2016,2016
5 - 9,1384,1269,2653,86,70,156,1470,1339,2809,BARAJAS / TODOS,01-01-2016,2016
10 - 14,1320,1158,2478,94,64,158,1414,1222,2636,BARAJAS / TODOS,01-01-2016,2016
15 - 19,978,915,1893,97,79,176,1075,994,2069,BARAJAS / TODOS,01-01-2016,2016
20 - 24,893,824,1717,85,121,206,978,945,1923,BARAJAS / TODOS,01-01-2016,2016
25 - 29,910,918,1828,147,217,364,1057,1135,2192,BARAJAS / TODOS,01-01-2016,2016
30 - 34,1363,1269,2632,202,357,559,1565,1626,3191,BARAJAS / TODOS,01-01-2016,2016
35 - 39,1744,1789,3533,261,339,600,2005,2128,4133,BARAJAS / TODOS,01-01-2016,2016
40 - 44,1990,2091,4081,242,277,519,2232,2368,4600,BARAJAS / TODOS,01-01-2016,2016
45 - 49,1759,1806,3565,178,191,369,1937,1997,3934,BARAJAS / TODOS,01-01-2016,2016
50 - 54,1503,1658,3161,96,128,224,1599,1786,3385,BARAJAS / TODOS,01-01-2016,2016
55 - 59,1215,1271,2486,67,97,164,1282,1368,2650,BARAJAS / TODOS,01-01-2016,2016
60 - 64,997,1229,2226,34,76,110,1031,1305,2336,BARAJAS / TODOS,01-01-2016,2016
65 - 69,1104,1351,2455,34,57,91,1138,1408,2546,BARAJAS / TODOS,01-01-2016,2016
70 - 74,942,1094,2036,13,32,45,955,1126,2081,BARAJAS / TODOS,01-01-2016,2016
75 - 79,665,680,1345,12,18,30,677,698,1375,BARAJAS / TODOS,01-01-2016,2016
80 - 84,408,547,955,7,11,18,415,558,973,BARAJAS / TODOS,01-01-2016,2016
85 - 89,189,358,547,1,8,9,190,366,556,BARAJAS / TODOS,01-01-2016,2016
90 - 94,86,194,280,1,3,4,87,197,284,BARAJAS / TODOS,01-01-2016,2016
95 - 99,14,51,65,0,2,2,14,53,67,BARAJAS / TODOS,01-01-2016,2016
100 o más,1,9,10,0,1,1,1,10,11,BARAJAS / TODOS,01-01-2016,2016
